ncverilog: 15.20-s039: (c) Copyright 1995-2017 Cadence Design Systems, Inc.
TOOL:	ncverilog	15.20-s039: Started on Oct 14, 2019 at 20:19:32 CST
ncverilog
	+access+rwc
	Tas16.v
file: Tas16.v
	module worklib.adder16:v
		errors: 0, warnings: 0
	module worklib.adder4:v
		errors: 0, warnings: 0
	module worklib.fulladder:v
		errors: 0, warnings: 0
	module worklib.xor16:v
		errors: 0, warnings: 0
	module worklib.half_adder:v
		errors: 0, warnings: 0
	module worklib.half_adder4:v
		errors: 0, warnings: 0
	module worklib.half_adder16:v
		errors: 0, warnings: 0
		Caching library 'worklib' ....... Done
	Elaborating the design hierarchy:
		Caching library 'worklib' ....... Done
adder16 a1(A,comp2,0,SUM,C_out);
                   |
ncelab: *W,CUVMPW (./adder_s.v,18|19): port sizes differ in port connection (32/1).
	Building instance overlay tables: .......... Done
	Generating native compiled code:
		worklib.Tas16:v <0x5c7fd3b3>
			streams:  10, words:  6617
	Building instance specific data structures.
	Loading native compiled code:     .................... Done
	Design hierarchy summary:
		                  Instances  Unique
		Modules:                 85       9
		Primitives:             256       2
		Registers:                3       3
		Scalar wires:             8       -
		Expanded wires:          32       2
		Vectored wires:           1       -
		Always blocks:            2       2
		Initial blocks:           3       3
		Cont. assignments:        1       1
		Pseudo assignments:       4       4
		Simulation timescale:  10ps
	Writing initial simulation snapshot: worklib.Tas16:v
Loading snapshot worklib.Tas16:v .................... Done
ncsim> source /usr/cad/cadence/INCISIV/cur/tools/inca/files/ncsimrc
ncsim> run
                   0 || a=    0 | b=    0 | s=    0 | c=0 | ref=    0
                 370 || a=   37 | b=    7 | s=   44 | c=0 | ref=   44
                 380 || a=   38 | b=    7 | s=   45 | c=0 | ref=   45
                 390 || a=   39 | b=    7 | s=   46 | c=0 | ref=   46
                 400 || a=   40 | b=    8 | s=   48 | c=0 | ref=   48
                 410 || a=   41 | b=    8 | s=   49 | c=0 | ref=   49
                 420 || a=   42 | b=    8 | s=   50 | c=0 | ref=   50
                 430 || a=   43 | b=    8 | s=   51 | c=0 | ref=   51
                 440 || a=   44 | b=    8 | s=   52 | c=0 | ref=   52
                 450 || a=   45 | b=    9 | s=   54 | c=0 | ref=   54
                 460 || a=   46 | b=    9 | s=   55 | c=0 | ref=   55
                 470 || a=   47 | b=    9 | s=   56 | c=0 | ref=   56
                 480 || a=   48 | b=    9 | s=   57 | c=0 | ref=   57
                 490 || a=   49 | b=    9 | s=   58 | c=0 | ref=   58
                 500 || a=   50 | b=   10 | s=   60 | c=0 | ref=   60
                 510 || a=   51 | b=   10 | s=   61 | c=0 | ref=   61
                 520 || a=   52 | b=   10 | s=   62 | c=0 | ref=   62
                 530 || a=   53 | b=   10 | s=   63 | c=0 | ref=   63
                 540 || a=   54 | b=   10 | s=   64 | c=0 | ref=   64
                 550 || a=   55 | b=   11 | s=   66 | c=0 | ref=   66
                 560 || a=   56 | b=   11 | s=   67 | c=0 | ref=   67
                 570 || a=   57 | b=   11 | s=   68 | c=0 | ref=   68
                 580 || a=   58 | b=   11 | s=   69 | c=0 | ref=   69
                 590 || a=   59 | b=   11 | s=   70 | c=0 | ref=   70
                 600 || a=   60 | b=   12 | s=   72 | c=0 | ref=   72
                 610 || a=   61 | b=   12 | s=   73 | c=0 | ref=   73
                 620 || a=   62 | b=   12 | s=   74 | c=0 | ref=   74
                 630 || a=   63 | b=   12 | s=   75 | c=0 | ref=   75
                 640 || a=   64 | b=   12 | s=   76 | c=0 | ref=   76
                 650 || a=   65 | b=   13 | s=   78 | c=0 | ref=   78
                 660 || a=   66 | b=   13 | s=   79 | c=0 | ref=   79
                 670 || a=   67 | b=   13 | s=   80 | c=0 | ref=   80
                 680 || a=   68 | b=   13 | s=   81 | c=0 | ref=   81
                 690 || a=   69 | b=   13 | s=   82 | c=0 | ref=   82
                 700 || a=   70 | b=   14 | s=   84 | c=0 | ref=   84
                 710 || a=   71 | b=   14 | s=   85 | c=0 | ref=   85
                 720 || a=   72 | b=   14 | s=   86 | c=0 | ref=   86
                 730 || a=   73 | b=   14 | s=   87 | c=0 | ref=   87
                 740 || a=   74 | b=   14 | s=   88 | c=0 | ref=   88
                 750 || a=   75 | b=   15 | s=   90 | c=0 | ref=   90
                 760 || a=   76 | b=   15 | s=   91 | c=0 | ref=   91
                 770 || a=   77 | b=   15 | s=   92 | c=0 | ref=   92
                 780 || a=   78 | b=   15 | s=   93 | c=0 | ref=   93
                 790 || a=   79 | b=   15 | s=   94 | c=0 | ref=   94
                 800 || a=   80 | b=   16 | s=   96 | c=0 | ref=   96
                 810 || a=   81 | b=   16 | s=   97 | c=0 | ref=   97
                 820 || a=   82 | b=   16 | s=   98 | c=0 | ref=   98
                 830 || a=   83 | b=   16 | s=   99 | c=0 | ref=   99
                 840 || a=   84 | b=   16 | s=  100 | c=0 | ref=  100
                 850 || a=   85 | b=   17 | s=  102 | c=0 | ref=  102
                 860 || a=   86 | b=   17 | s=  103 | c=0 | ref=  103
                 870 || a=   87 | b=   17 | s=  104 | c=0 | ref=  104
                 880 || a=   88 | b=   17 | s=  105 | c=0 | ref=  105
                 890 || a=   89 | b=   17 | s=  106 | c=0 | ref=  106
                 900 || a=   90 | b=   18 | s=  108 | c=0 | ref=  108
                 910 || a=   91 | b=   18 | s=  109 | c=0 | ref=  109
                 920 || a=   92 | b=   18 | s=  110 | c=0 | ref=  110
                 930 || a=   93 | b=   18 | s=  111 | c=0 | ref=  111
                 940 || a=   94 | b=   18 | s=  112 | c=0 | ref=  112
                 950 || a=   95 | b=   19 | s=  114 | c=0 | ref=  114
                 960 || a=   96 | b=   19 | s=  115 | c=0 | ref=  115
                 970 || a=   97 | b=   19 | s=  116 | c=0 | ref=  116
                 980 || a=   98 | b=   19 | s=  117 | c=0 | ref=  117
                 990 || a=   99 | b=   19 | s=  118 | c=0 | ref=  118
                1000 || a=  100 | b=   20 | s=  120 | c=0 | ref=  120
                1010 || a=  101 | b=   20 | s=  121 | c=0 | ref=  121
                1020 || a=  102 | b=   20 | s=  122 | c=0 | ref=  122
                1030 || a=  103 | b=   20 | s=  123 | c=0 | ref=  123
                1040 || a=  104 | b=   20 | s=  124 | c=0 | ref=  124
                1050 || a=  105 | b=   21 | s=  126 | c=0 | ref=  126
                1060 || a=  106 | b=   21 | s=  127 | c=0 | ref=  127
                1070 || a=  107 | b=   21 | s=  128 | c=0 | ref=  128
                1080 || a=  108 | b=   21 | s=  129 | c=0 | ref=  129
                1090 || a=  109 | b=   21 | s=  130 | c=0 | ref=  130
                1100 || a=  110 | b=   22 | s=  132 | c=0 | ref=  132
                1110 || a=  111 | b=   22 | s=  133 | c=0 | ref=  133
                1120 || a=  112 | b=   22 | s=  134 | c=0 | ref=  134
                1130 || a=  113 | b=   22 | s=  135 | c=0 | ref=  135
                1140 || a=  114 | b=   22 | s=  136 | c=0 | ref=  136
                1150 || a=  115 | b=   23 | s=  138 | c=0 | ref=  138
                1160 || a=  116 | b=   23 | s=  139 | c=0 | ref=  139
                1170 || a=  117 | b=   23 | s=  140 | c=0 | ref=  140
                1180 || a=  118 | b=   23 | s=  141 | c=0 | ref=  141
                1190 || a=  119 | b=   23 | s=  142 | c=0 | ref=  142
                1200 || a=  120 | b=   24 | s=  144 | c=0 | ref=  144
                1210 || a=  121 | b=   24 | s=  145 | c=0 | ref=  145
                1220 || a=  122 | b=   24 | s=  146 | c=0 | ref=  146
                1230 || a=  123 | b=   24 | s=  147 | c=0 | ref=  147
                1240 || a=  124 | b=   24 | s=  148 | c=0 | ref=  148
                1250 || a=  125 | b=   25 | s=  150 | c=0 | ref=  150
                1260 || a=  126 | b=   25 | s=  151 | c=0 | ref=  151
                1270 || a=  127 | b=   25 | s=  152 | c=0 | ref=  152
                1280 || a=  128 | b=   25 | s=  153 | c=0 | ref=  153
                1290 || a=  129 | b=   25 | s=  154 | c=0 | ref=  154
                1300 || a=  130 | b=   26 | s=  156 | c=0 | ref=  156
                1310 || a=  131 | b=   26 | s=  157 | c=0 | ref=  157
                1320 || a=  132 | b=   26 | s=  158 | c=0 | ref=  158
                1330 || a=  133 | b=   26 | s=  159 | c=0 | ref=  159
                1340 || a=  134 | b=   26 | s=  160 | c=0 | ref=  160
                1350 || a=  135 | b=   27 | s=  162 | c=0 | ref=  162
                1360 || a=  136 | b=   27 | s=  163 | c=0 | ref=  163
                1370 || a=  137 | b=   27 | s=  164 | c=0 | ref=  164
                1380 || a=  138 | b=   27 | s=  165 | c=0 | ref=  165
                1390 || a=  139 | b=   27 | s=  166 | c=0 | ref=  166
                1400 || a=  140 | b=   28 | s=  168 | c=0 | ref=  168
                1410 || a=  141 | b=   28 | s=  169 | c=0 | ref=  169
                1420 || a=  142 | b=   28 | s=  170 | c=0 | ref=  170
                1430 || a=  143 | b=   28 | s=  171 | c=0 | ref=  171
                1440 || a=  144 | b=   28 | s=  172 | c=0 | ref=  172
                1450 || a=  145 | b=   29 | s=  174 | c=0 | ref=  174
                1460 || a=  146 | b=   29 | s=  175 | c=0 | ref=  175
                1470 || a=  147 | b=   29 | s=  176 | c=0 | ref=  176
                1480 || a=  148 | b=   29 | s=  177 | c=0 | ref=  177
                1490 || a=  149 | b=   29 | s=  178 | c=0 | ref=  178
                1500 || a=  150 | b=   30 | s=  180 | c=0 | ref=  180
                1510 || a=  151 | b=   30 | s=  181 | c=0 | ref=  181
                1520 || a=  152 | b=   30 | s=  182 | c=0 | ref=  182
                1530 || a=  153 | b=   30 | s=  183 | c=0 | ref=  183
                1540 || a=  154 | b=   30 | s=  184 | c=0 | ref=  184
                1550 || a=  155 | b=   31 | s=  186 | c=0 | ref=  186
                1560 || a=  156 | b=   31 | s=  187 | c=0 | ref=  187
                1570 || a=  157 | b=   31 | s=  188 | c=0 | ref=  188
                1580 || a=  158 | b=   31 | s=  189 | c=0 | ref=  189
                1590 || a=  159 | b=   31 | s=  190 | c=0 | ref=  190
                1600 || a=  160 | b=   32 | s=  192 | c=0 | ref=  192
                1610 || a=  161 | b=   32 | s=  193 | c=0 | ref=  193
                1620 || a=  162 | b=   32 | s=  194 | c=0 | ref=  194
                1630 || a=  163 | b=   32 | s=  195 | c=0 | ref=  195
                1640 || a=  164 | b=   32 | s=  196 | c=0 | ref=  196
                1650 || a=  165 | b=   33 | s=  198 | c=0 | ref=  198
                1660 || a=  166 | b=   33 | s=  199 | c=0 | ref=  199
                1670 || a=  167 | b=   33 | s=  200 | c=0 | ref=  200
                1680 || a=  168 | b=   33 | s=  201 | c=0 | ref=  201
                1690 || a=  169 | b=   33 | s=  202 | c=0 | ref=  202
                1700 || a=  170 | b=   34 | s=  204 | c=0 | ref=  204
                1710 || a=  171 | b=   34 | s=  205 | c=0 | ref=  205
                1720 || a=  172 | b=   34 | s=  206 | c=0 | ref=  206
                1730 || a=  173 | b=   34 | s=  207 | c=0 | ref=  207
                1740 || a=  174 | b=   34 | s=  208 | c=0 | ref=  208
                1750 || a=  175 | b=   35 | s=  210 | c=0 | ref=  210
                1760 || a=  176 | b=   35 | s=  211 | c=0 | ref=  211
                1770 || a=  177 | b=   35 | s=  212 | c=0 | ref=  212
                1780 || a=  178 | b=   35 | s=  213 | c=0 | ref=  213
                1790 || a=  179 | b=   35 | s=  214 | c=0 | ref=  214
                1800 || a=  180 | b=   36 | s=  216 | c=0 | ref=  216
                1810 || a=  181 | b=   36 | s=  217 | c=0 | ref=  217
                1820 || a=  182 | b=   36 | s=  218 | c=0 | ref=  218
                1830 || a=  183 | b=   36 | s=  219 | c=0 | ref=  219
                1840 || a=  184 | b=   36 | s=  220 | c=0 | ref=  220
                1850 || a=  185 | b=   37 | s=  222 | c=0 | ref=  222
                1860 || a=  186 | b=   37 | s=  223 | c=0 | ref=  223
                1870 || a=  187 | b=   37 | s=  224 | c=0 | ref=  224
                1880 || a=  188 | b=   37 | s=  225 | c=0 | ref=  225
                1890 || a=  189 | b=   37 | s=  226 | c=0 | ref=  226
                1900 || a=  190 | b=   38 | s=  228 | c=0 | ref=  228
                1910 || a=  191 | b=   38 | s=  229 | c=0 | ref=  229
                1920 || a=  192 | b=   38 | s=  230 | c=0 | ref=  230
                1930 || a=  193 | b=   38 | s=  231 | c=0 | ref=  231
                1940 || a=  194 | b=   38 | s=  232 | c=0 | ref=  232
                1950 || a=  195 | b=   39 | s=  234 | c=0 | ref=  234
                1960 || a=  196 | b=   39 | s=  235 | c=0 | ref=  235
                1970 || a=  197 | b=   39 | s=  236 | c=0 | ref=  236
                1980 || a=  198 | b=   39 | s=  237 | c=0 | ref=  237
                1990 || a=  199 | b=   39 | s=  238 | c=0 | ref=  238
                2000 || a=  200 | b=   40 | s=  240 | c=0 | ref=  240
                2010 || a=  201 | b=   40 | s=  241 | c=0 | ref=  241
                2020 || a=  202 | b=   40 | s=  242 | c=0 | ref=  242
                2030 || a=  203 | b=   40 | s=  243 | c=0 | ref=  243
                2040 || a=  204 | b=   40 | s=  244 | c=0 | ref=  244
                2050 || a=  205 | b=   41 | s=  246 | c=0 | ref=  246
                2060 || a=  206 | b=   41 | s=  247 | c=0 | ref=  247
                2070 || a=  207 | b=   41 | s=  248 | c=0 | ref=  248
                2080 || a=  208 | b=   41 | s=  249 | c=0 | ref=  249
                2090 || a=  209 | b=   41 | s=  250 | c=0 | ref=  250
                2100 || a=  210 | b=   42 | s=  252 | c=0 | ref=  252
                2110 || a=  211 | b=   42 | s=  253 | c=0 | ref=  253
                2120 || a=  212 | b=   42 | s=  254 | c=0 | ref=  254
                2130 || a=  213 | b=   42 | s=  255 | c=0 | ref=  255
                2140 || a=  214 | b=   42 | s=  256 | c=0 | ref=  256
                2150 || a=  215 | b=   43 | s=  258 | c=0 | ref=  258
                2160 || a=  216 | b=   43 | s=  259 | c=0 | ref=  259
                2170 || a=  217 | b=   43 | s=  260 | c=0 | ref=  260
                2180 || a=  218 | b=   43 | s=  261 | c=0 | ref=  261
                2190 || a=  219 | b=   43 | s=  262 | c=0 | ref=  262
                2200 || a=  220 | b=   44 | s=  264 | c=0 | ref=  264
                2210 || a=  221 | b=   44 | s=  265 | c=0 | ref=  265
                2220 || a=  222 | b=   44 | s=  266 | c=0 | ref=  266
                2230 || a=  223 | b=   44 | s=  267 | c=0 | ref=  267
                2240 || a=  224 | b=   44 | s=  268 | c=0 | ref=  268
                2250 || a=  225 | b=   45 | s=  270 | c=0 | ref=  270
                2260 || a=  226 | b=   45 | s=  271 | c=0 | ref=  271
                2270 || a=  227 | b=   45 | s=  272 | c=0 | ref=  272
                2280 || a=  228 | b=   45 | s=  273 | c=0 | ref=  273
                2290 || a=  229 | b=   45 | s=  274 | c=0 | ref=  274
                2300 || a=  230 | b=   46 | s=  276 | c=0 | ref=  276
                2310 || a=  231 | b=   46 | s=  277 | c=0 | ref=  277
                2320 || a=  232 | b=   46 | s=  278 | c=0 | ref=  278
                2330 || a=  233 | b=   46 | s=  279 | c=0 | ref=  279
                2340 || a=  234 | b=   46 | s=  280 | c=0 | ref=  280
                2350 || a=  235 | b=   47 | s=  282 | c=0 | ref=  282
                2360 || a=  236 | b=   47 | s=  283 | c=0 | ref=  283
                2370 || a=  237 | b=   47 | s=  284 | c=0 | ref=  284
                2380 || a=  238 | b=   47 | s=  285 | c=0 | ref=  285
                2390 || a=  239 | b=   47 | s=  286 | c=0 | ref=  286
                2400 || a=  240 | b=   48 | s=  288 | c=0 | ref=  288
                2410 || a=  241 | b=   48 | s=  289 | c=0 | ref=  289
                2420 || a=  242 | b=   48 | s=  290 | c=0 | ref=  290
                2430 || a=  243 | b=   48 | s=  291 | c=0 | ref=  291
                2440 || a=  244 | b=   48 | s=  292 | c=0 | ref=  292
                2450 || a=  245 | b=   49 | s=  294 | c=0 | ref=  294
                2460 || a=  246 | b=   49 | s=  295 | c=0 | ref=  295
                2470 || a=  247 | b=   49 | s=  296 | c=0 | ref=  296
                2480 || a=  248 | b=   49 | s=  297 | c=0 | ref=  297
                2490 || a=  249 | b=   49 | s=  298 | c=0 | ref=  298
                2500 || a=  250 | b=   50 | s=  300 | c=0 | ref=  300
                2510 || a=  251 | b=   50 | s=  301 | c=0 | ref=  301
                2520 || a=  252 | b=   50 | s=  302 | c=0 | ref=  302
                2530 || a=  253 | b=   50 | s=  303 | c=0 | ref=  303
                2540 || a=  254 | b=   50 | s=  304 | c=0 | ref=  304
                2550 || a=  255 | b=   51 | s=  306 | c=0 | ref=  306
                2560 || a=  256 | b=   51 | s=  307 | c=0 | ref=  307
                2570 || a=  257 | b=   51 | s=  308 | c=0 | ref=  308
                2580 || a=  258 | b=   51 | s=  309 | c=0 | ref=  309
                2590 || a=  259 | b=   51 | s=  310 | c=0 | ref=  310
                2600 || a=  260 | b=   52 | s=  312 | c=0 | ref=  312
                2610 || a=  261 | b=   52 | s=  313 | c=0 | ref=  313
                2620 || a=  262 | b=   52 | s=  314 | c=0 | ref=  314
                2630 || a=  263 | b=   52 | s=  315 | c=0 | ref=  315
                2640 || a=  264 | b=   52 | s=  316 | c=0 | ref=  316
                2650 || a=  265 | b=   53 | s=  318 | c=0 | ref=  318
                2660 || a=  266 | b=   53 | s=  319 | c=0 | ref=  319
                2670 || a=  267 | b=   53 | s=  320 | c=0 | ref=  320
                2680 || a=  268 | b=   53 | s=  321 | c=0 | ref=  321
                2690 || a=  269 | b=   53 | s=  322 | c=0 | ref=  322
                2700 || a=  270 | b=   54 | s=  324 | c=0 | ref=  324
                2710 || a=  271 | b=   54 | s=  325 | c=0 | ref=  325
                2720 || a=  272 | b=   54 | s=  326 | c=0 | ref=  326
                2730 || a=  273 | b=   54 | s=  327 | c=0 | ref=  327
                2740 || a=  274 | b=   54 | s=  328 | c=0 | ref=  328
                2750 || a=  275 | b=   55 | s=  330 | c=0 | ref=  330
                2760 || a=  276 | b=   55 | s=  331 | c=0 | ref=  331
                2770 || a=  277 | b=   55 | s=  332 | c=0 | ref=  332
                2780 || a=  278 | b=   55 | s=  333 | c=0 | ref=  333
                2790 || a=  279 | b=   55 | s=  334 | c=0 | ref=  334
                2800 || a=  280 | b=   56 | s=  336 | c=0 | ref=  336
                2810 || a=  281 | b=   56 | s=  337 | c=0 | ref=  337
                2820 || a=  282 | b=   56 | s=  338 | c=0 | ref=  338
                2830 || a=  283 | b=   56 | s=  339 | c=0 | ref=  339
                2840 || a=  284 | b=   56 | s=  340 | c=0 | ref=  340
                2850 || a=  285 | b=   57 | s=  342 | c=0 | ref=  342
                2860 || a=  286 | b=   57 | s=  343 | c=0 | ref=  343
                2870 || a=  287 | b=   57 | s=  344 | c=0 | ref=  344
                2880 || a=  288 | b=   57 | s=  345 | c=0 | ref=  345
                2890 || a=  289 | b=   57 | s=  346 | c=0 | ref=  346
                2900 || a=  290 | b=   58 | s=  348 | c=0 | ref=  348
                2910 || a=  291 | b=   58 | s=  349 | c=0 | ref=  349
                2920 || a=  292 | b=   58 | s=  350 | c=0 | ref=  350
                2930 || a=  293 | b=   58 | s=  351 | c=0 | ref=  351
                2940 || a=  294 | b=   58 | s=  352 | c=0 | ref=  352
                2950 || a=  295 | b=   59 | s=  354 | c=0 | ref=  354
                2960 || a=  296 | b=   59 | s=  355 | c=0 | ref=  355
                2970 || a=  297 | b=   59 | s=  356 | c=0 | ref=  356
                2980 || a=  298 | b=   59 | s=  357 | c=0 | ref=  357
                2990 || a=  299 | b=   59 | s=  358 | c=0 | ref=  358
                3000 || a=  300 | b=   60 | s=  360 | c=0 | ref=  360
                3010 || a=  301 | b=   60 | s=  361 | c=0 | ref=  361
                3020 || a=  302 | b=   60 | s=  362 | c=0 | ref=  362
                3030 || a=  303 | b=   60 | s=  363 | c=0 | ref=  363
                3040 || a=  304 | b=   60 | s=  364 | c=0 | ref=  364
                3050 || a=  305 | b=   61 | s=  366 | c=0 | ref=  366
                3060 || a=  306 | b=   61 | s=  367 | c=0 | ref=  367
                3070 || a=  307 | b=   61 | s=  368 | c=0 | ref=  368
                3080 || a=  308 | b=   61 | s=  369 | c=0 | ref=  369
                3090 || a=  309 | b=   61 | s=  370 | c=0 | ref=  370
                3100 || a=  310 | b=   62 | s=  372 | c=0 | ref=  372
                3110 || a=  311 | b=   62 | s=  373 | c=0 | ref=  373
                3120 || a=  312 | b=   62 | s=  374 | c=0 | ref=  374
                3130 || a=  313 | b=   62 | s=  375 | c=0 | ref=  375
                3140 || a=  314 | b=   62 | s=  376 | c=0 | ref=  376
                3150 || a=  315 | b=   63 | s=  378 | c=0 | ref=  378
                3160 || a=  316 | b=   63 | s=  379 | c=0 | ref=  379
                3170 || a=  317 | b=   63 | s=  380 | c=0 | ref=  380
                3180 || a=  318 | b=   63 | s=  381 | c=0 | ref=  381
                3190 || a=  319 | b=   63 | s=  382 | c=0 | ref=  382
                3200 || a=  320 | b=   64 | s=  384 | c=0 | ref=  384
                3210 || a=  321 | b=   64 | s=  385 | c=0 | ref=  385
                3220 || a=  322 | b=   64 | s=  386 | c=0 | ref=  386
                3230 || a=  323 | b=   64 | s=  387 | c=0 | ref=  387
                3240 || a=  324 | b=   64 | s=  388 | c=0 | ref=  388
                3250 || a=  325 | b=   65 | s=  390 | c=0 | ref=  390
                3260 || a=  326 | b=   65 | s=  391 | c=0 | ref=  391
                3270 || a=  327 | b=   65 | s=  392 | c=0 | ref=  392
                3280 || a=  328 | b=   65 | s=  393 | c=0 | ref=  393
                3290 || a=  329 | b=   65 | s=  394 | c=0 | ref=  394
                3300 || a=  330 | b=   66 | s=  396 | c=0 | ref=  396
                3310 || a=  331 | b=   66 | s=  397 | c=0 | ref=  397
                3320 || a=  332 | b=   66 | s=  398 | c=0 | ref=  398
                3330 || a=  333 | b=   66 | s=  399 | c=0 | ref=  399
                3340 || a=  334 | b=   66 | s=  400 | c=0 | ref=  400
                3350 || a=  335 | b=   67 | s=  402 | c=0 | ref=  402
                3360 || a=  336 | b=   67 | s=  403 | c=0 | ref=  403
                3370 || a=  337 | b=   67 | s=  404 | c=0 | ref=  404
                3380 || a=  338 | b=   67 | s=  405 | c=0 | ref=  405
                3390 || a=  339 | b=   67 | s=  406 | c=0 | ref=  406
                3400 || a=  340 | b=   68 | s=  408 | c=0 | ref=  408
                3410 || a=  341 | b=   68 | s=  409 | c=0 | ref=  409
                3420 || a=  342 | b=   68 | s=  410 | c=0 | ref=  410
                3430 || a=  343 | b=   68 | s=  411 | c=0 | ref=  411
                3440 || a=  344 | b=   68 | s=  412 | c=0 | ref=  412
                3450 || a=  345 | b=   69 | s=  414 | c=0 | ref=  414
                3460 || a=  346 | b=   69 | s=  415 | c=0 | ref=  415
                3470 || a=  347 | b=   69 | s=  416 | c=0 | ref=  416
                3480 || a=  348 | b=   69 | s=  417 | c=0 | ref=  417
                3490 || a=  349 | b=   69 | s=  418 | c=0 | ref=  418
                3500 || a=  350 | b=   70 | s=  420 | c=0 | ref=  420
                3510 || a=  351 | b=   70 | s=  421 | c=0 | ref=  421
                3520 || a=  352 | b=   70 | s=  422 | c=0 | ref=  422
                3530 || a=  353 | b=   70 | s=  423 | c=0 | ref=  423
                3540 || a=  354 | b=   70 | s=  424 | c=0 | ref=  424
                3550 || a=  355 | b=   71 | s=  426 | c=0 | ref=  426
                3560 || a=  356 | b=   71 | s=  427 | c=0 | ref=  427
                3570 || a=  357 | b=   71 | s=  428 | c=0 | ref=  428
                3580 || a=  358 | b=   71 | s=  429 | c=0 | ref=  429
                3590 || a=  359 | b=   71 | s=  430 | c=0 | ref=  430
                3600 || a=  360 | b=   72 | s=  432 | c=0 | ref=  432
                3610 || a=  361 | b=   72 | s=  433 | c=0 | ref=  433
                3620 || a=  362 | b=   72 | s=  434 | c=0 | ref=  434
                3630 || a=  363 | b=   72 | s=  435 | c=0 | ref=  435
                3640 || a=  364 | b=   72 | s=  436 | c=0 | ref=  436
